text,sentiment
My  wife used to be a flirt before we got married. I always believed she would not cheat on me despite that.,content
I found the baby book I made for my daughter when she was born. She's 21 now. It was nice to read all those things about her as a baby.,content
I am having operation and am hoping it will go well!!,content
I found my old N64 and hooked the system up. It was such a great time playing this console again.,content
I once gave my buddy a wedding ring to hold onto before my proposal ,content
i went rock climbing_comma_ and remembered I used to climb with my brother all the time.,content
i was ready for that test yesterday,content
Yesterday_comma_ I passed by the library that during college times me and my ex-partner used to visit frequently,content
Finally got some yard work done last weekend. If the grass gets too high_comma_ it makes it really hard to cut. ,content
I have been loyal to the Dallas Cowboys since I met my current love.,content
One night I made myself a bowl of popcorn and some dessert. I then watched a movie on TV while eating this meal.,content
I was just sitting here looking at old family photos.  A little sad.. but yet fun.,content
It feels so good to finally have a girlfriend who isn't paranoid that I'm going to cheat on her all the time. My girlfriend lets me hang out with friends whenever I want_comma_ because she trusts that I'd never hurt her.,content
I keep all of my kids elementary artwork. It is beginning to pile up.,content
My little brother is about to enter high school in a week. Makes me remember the years I was in it. It wasn't all bad_comma_ but it definitely wasn't all good. I wouldn't mind re-living that period for a little bit though.,content
